date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:17:25	12106/12106	---MCZ	200	added ('OK')	text/css	date:Tue,%2030%20Jun%202020%2014:24:10%20GMT	https://c0.wp.com/p/jetpack/9.4.2/_inc/social-logos/social-logos.min.css	C:/Users/iZoe/Desktop/rt/ui/c0.wp.com/p/jetpack/9.4.2/_inc/social-logos/social-logos.min.css	(from https://absoftindia.com/tallyprime/)
14:17:25	77085/77085	---MCZ	200	added ('OK')	text/css	date:Tue,%2005%20Jan%202021%2015:42:42%20GMT	https://c0.wp.com/p/jetpack/9.4.2/css/jetpack.css	C:/Users/iZoe/Desktop/rt/ui/c0.wp.com/p/jetpack/9.4.2/css/jetpack.css	(from https://absoftindia.com/tallyprime/)
14:17:25	96873/96873	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2017%20May%202019%2004:25:54%20GMT	https://c0.wp.com/c/5.5.14/wp-includes/js/jquery/jquery.js	C:/Users/iZoe/Desktop/rt/ui/c0.wp.com/c/5.5.14/wp-includes/js/jquery/jquery.js	(from https://absoftindia.com/tallyprime/)
14:17:26	20216/20216	---M--	200	added ('OK')	application/javascript	etag:%22636cd357-4ef8%22	https://absoftindia.com/wp-content/plugins/awesome-support/assets/admin/js/vendor/jquery.magnific-popup.min.js?ver=6.1.2	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-content/plugins/awesome-support/assets/admin/js/vendor/jquery.magnific-popup.min658f.js	(from https://absoftindia.com/tallyprime/)
14:17:27	18098/18098	---MC-	200	added ('OK')	text/css	date:Sat,%2017%20Aug%202024%2008:47:27%20GMT	https://absoftindia.com/?action=kirki-styles&ver=3.1.3	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/index8e72.html	(from https://absoftindia.com/tallyprime/)
14:17:27	4582/4582	---M--	200	added ('OK')	application/javascript	etag:%22636cd357-11e6%22	https://absoftindia.com/wp-content/plugins/awesome-support/assets/admin/js/admin-popup.js?ver=6.1.2	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-content/plugins/awesome-support/assets/admin/js/admin-popup658f.js	(from https://absoftindia.com/tallyprime/)
14:17:28	9131/9131	---M--	200	added ('OK')	application/javascript	etag:%22605dcfcf-23ab%22	https://absoftindia.com/wp-content/plugins/google-analytics-dashboard-for-wp/assets/js/frontend-gtag.min.js?ver=6.7.0	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-content/plugins/google-analytics-dashboard-for-wp/assets/js/frontend-gtag.minbdeb.js	(from https://absoftindia.com/tallyprime/)
14:17:28	692/692	---M--	200	added ('OK')	application/javascript	etag:%222b4-5bc50dd6f0780%22	https://absoftindia.com/wp-content/plugins/woo-tabbed-category-product-listing/js/wtcpl-scripts.js?ver=5.5.14	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-content/plugins/woo-tabbed-category-product-listing/js/wtcpl-scriptsbfe0.js	(from https://absoftindia.com/tallyprime/)
14:17:29	2434/2434	---M--	200	added ('OK')	application/javascript	etag:%22603a40ae-982%22	https://absoftindia.com/wp-content/plugins/woo-tabbed-category-product-listing/js/jquery.scrollTo-1.4.3.1-min.js?ver=5.5.14	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-content/plugins/woo-tabbed-category-product-listing/js/jquery.scrollTo-1.4.3.1-minbfe0.js	(from https://absoftindia.com/tallyprime/)
14:17:29	9706/9706	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265717c6c-25ea%22	https://stats.wp.com/s-202433.js	C:/Users/iZoe/Desktop/rt/ui/stats.wp.com/s-202433.js	(from https://absoftindia.com/tallyprime/)
14:17:30	24690/24690	---M--	200	added ('OK')	application/javascript	etag:%2260afd713-6072%22	https://absoftindia.com/wp-content/plugins/widget-google-reviews/static/js/wpac-time.js?ver=1.9.5	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-content/plugins/widget-google-reviews/static/js/wpac-timebb23.js	(from https://absoftindia.com/tallyprime/)
14:17:31	15055/15055	---M--	200	added ('OK')	application/javascript	etag:%2260afd59d-3acf%22	https://absoftindia.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.2.4	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.mine1e3.js	(from https://absoftindia.com/tallyprime/)
14:17:34	45755/45755	---MC-	200	added ('OK')	application/json	date:Sat,%2017%20Aug%202024%2008:47:33%20GMT	https://absoftindia.com/wp-json/wp/v2/pages/3006	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-json/wp/v2/pages/3006.json	(from https://absoftindia.com/tallyprime/)
14:17:34	887984/887984	---MC-	200	added ('OK')	application/json	date:Sat,%2017%20Aug%202024%2008:47:32%20GMT	https://absoftindia.com/wp-json/	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-json/index.html	(from https://absoftindia.com/tallyprime/)
14:17:34	804/804	---MC-	200	added ('OK')	text/xml	date:Sat,%2017%20Aug%202024%2008:47:34%20GMT	https://absoftindia.com/xmlrpc.php?rsd	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/xmlrpc0db0.php	(from https://absoftindia.com/tallyprime/)
14:17:35	1045/1045	---M--	200	added ('OK')	text/xml	etag:%225eafeb32-415%22	https://absoftindia.com/wp-includes/wlwmanifest.xml	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-includes/wlwmanifest.xml	(from https://absoftindia.com/tallyprime/)
14:17:36	2667/2667	---MC-	200	added ('OK')	application/json	date:Sat,%2017%20Aug%202024%2008:47:36%20GMT	https://absoftindia.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fabsoftindia.com%2Ftallyprime%2F	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-json/oembed/1.0/embed53f7.json	(from https://absoftindia.com/tallyprime/)
14:17:37	2770/2770	---MC-	200	added ('OK')	text/xml	date:Sat,%2017%20Aug%202024%2008:47:37%20GMT	https://absoftindia.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fabsoftindia.com%2Ftallyprime%2F&format=xml	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-json/oembed/1.0/embeda41f	(from https://absoftindia.com/tallyprime/)
14:17:37	1554/1554	---M--	200	added ('OK')	image/png	etag:%2282aa00523044ee6c%22	https://i2.wp.com/absoftindia.com/wp-content/uploads/2023/07/cropped-Untitled-design-3-1.png?fit=32%2C32&ssl=1	C:/Users/iZoe/Desktop/rt/ui/i2.wp.com/absoftindia.com/wp-content/uploads/2023/07/cropped-Untitled-design-3-1e43b.png	(from https://absoftindia.com/tallyprime/)
14:17:38	17583/17583	---M--	200	added ('OK')	image/png	etag:%225149ff78eb09ee2a%22	https://i2.wp.com/absoftindia.com/wp-content/uploads/2023/07/cropped-Untitled-design-3-1.png?fit=192%2C192&ssl=1	C:/Users/iZoe/Desktop/rt/ui/i2.wp.com/absoftindia.com/wp-content/uploads/2023/07/cropped-Untitled-design-3-198d8.png	(from https://absoftindia.com/tallyprime/)
14:17:38	16070/16070	---M--	200	added ('OK')	image/png	etag:%222d436b3471c1f7da%22	https://i2.wp.com/absoftindia.com/wp-content/uploads/2023/07/cropped-Untitled-design-3-1.png?fit=180%2C180&ssl=1	C:/Users/iZoe/Desktop/rt/ui/i2.wp.com/absoftindia.com/wp-content/uploads/2023/07/cropped-Untitled-design-3-1f9b5.png	(from https://absoftindia.com/tallyprime/)
14:17:40	67775/67775	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2017%20Aug%202024%2008:47:39%20GMT	https://absoftindia.com/wp-content/uploads/2019/01/3256657136926fa.jpg	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-content/uploads/2019/01/3256657136926fa.jpg	(from https://absoftindia.com/tallyprime/)
14:17:41	87463/87463	---M--	200	added ('OK')	image/png	etag:%222367a93c00faae98%22	https://i2.wp.com/absoftindia.com/wp-content/uploads/2023/07/cropped-Untitled-design-3.png?fit=598%2C510&ssl=1	C:/Users/iZoe/Desktop/rt/ui/i2.wp.com/absoftindia.com/wp-content/uploads/2023/07/cropped-Untitled-design-39fe7.png	(from https://absoftindia.com/tallyprime/)
14:17:42	15957/15957	---M--	200	added ('OK')	image/png	etag:%226219ba6e009bba4a%22	https://i1.wp.com/absoftindia.com/wp-content/uploads/2023/07/Whytallyprime.png?fit=577%2C451&ssl=1	C:/Users/iZoe/Desktop/rt/ui/i1.wp.com/absoftindia.com/wp-content/uploads/2023/07/Whytallyprime215b.png	(from https://absoftindia.com/tallyprime/)
14:17:42	185064/185064	---MC-	200	added ('OK')	text/html	date:Sat,%2017%20Aug%202024%2008:47:41%20GMT	https://absoftindia.com/	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/index.html	(from https://absoftindia.com/tallyprime/)
14:17:44	13281/13281	---M--	200	added ('OK')	image/png	etag:%22900abf70b361a336%22	https://i0.wp.com/absoftindia.com/wp-content/uploads/2023/07/simple-to-learn-easier-to-use.png?fit=500%2C425&ssl=1	C:/Users/iZoe/Desktop/rt/ui/i0.wp.com/absoftindia.com/wp-content/uploads/2023/07/simple-to-learn-easier-to-use7285.png	(from https://absoftindia.com/tallyprime/)
14:17:44	199503/199503	---MC-	200	added ('OK')	text/html	date:Sat,%2017%20Aug%202024%2008:47:43%20GMT	https://absoftindia.com/buy-tally/	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/buy-tally/index.html	(from https://absoftindia.com/tallyprime/)
14:17:47	19737/19737	---M--	200	added ('OK')	image/png	etag:%22686bc85f83f789c6%22	https://i1.wp.com/absoftindia.com/wp-content/uploads/2023/07/insightful-report.png?fit=552%2C489&ssl=1	C:/Users/iZoe/Desktop/rt/ui/i1.wp.com/absoftindia.com/wp-content/uploads/2023/07/insightful-report9223.png	(from https://absoftindia.com/tallyprime/)
14:17:47	123211/123211	---MC-	200	added ('OK')	text/html	date:Sat,%2017%20Aug%202024%2008:47:44%20GMT	https://absoftindia.com/cart/	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/cart/index.html	(from https://absoftindia.com/tallyprime/)
14:17:47	122828/122828	---MC-	200	added ('OK')	text/html	date:Sat,%2017%20Aug%202024%2008:47:46%20GMT	https://absoftindia.com/about-us/	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/about-us/index.html	(from https://absoftindia.com/tallyprime/)
14:17:49	104865/104865	---MC-	200	added ('OK')	text/html	date:Sat,%2017%20Aug%202024%2008:47:47%20GMT	https://absoftindia.com/why-absoft-2/	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/why-absoft-2/index.html	(from https://absoftindia.com/tallyprime/)
14:17:50	22915/22915	---M--	200	added ('OK')	image/png	etag:%22497915605dffb026%22	https://i2.wp.com/absoftindia.com/wp-content/uploads/2023/07/anywhere-anytime-and-secure-access.png?fit=594%2C458&ssl=1	C:/Users/iZoe/Desktop/rt/ui/i2.wp.com/absoftindia.com/wp-content/uploads/2023/07/anywhere-anytime-and-secure-accesse480.png	(from https://absoftindia.com/tallyprime/)
14:17:50	105829/105829	---MC-	200	added ('OK')	text/html	date:Sat,%2017%20Aug%202024%2008:47:49%20GMT	https://absoftindia.com/upgrade/	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/upgrade/index.html	(from https://absoftindia.com/tallyprime/)
14:17:57	106365/106365	---MC-	200	added ('OK')	text/html	date:Sat,%2017%20Aug%202024%2008:47:50%20GMT	https://absoftindia.com/tss-renewals/	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/tss-renewals/index.html	(from https://absoftindia.com/tallyprime/)
14:17:57	89313/89313	---MC-	200	added ('OK')	text/html	date:Sat,%2017%20Aug%202024%2008:47:54%20GMT	https://absoftindia.com/add-ons/	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/add-ons/index.html	(from https://absoftindia.com/tallyprime/)
14:17:57	129907/129907	---MC-	200	added ('OK')	text/html	date:Sat,%2017%20Aug%202024%2008:47:53%20GMT	https://absoftindia.com/tally-prime-server/	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/tally-prime-server/index.html	(from https://absoftindia.com/tallyprime/)
14:17:57	1704533/1704533	---M--	200	added ('OK')	video/mp4	etag:%2264b8fd43-1a0255%22	https://absoftindia.com/wp-content/uploads/2023/07/india-website-assets-rel-3-01-GSTR-2A-2B-reconciliation-low.mp4	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-content/uploads/2023/07/india-website-assets-rel-3-01-GSTR-2A-2B-reconciliation-low.mp4	(from https://absoftindia.com/tallyprime/)
14:18:07	114378/114378	---MC-	200	added ('OK')	text/html	date:Sat,%2017%20Aug%202024%2008:47:59%20GMT	https://absoftindia.com/bizanalyst/	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/bizanalyst/index.html	(from https://absoftindia.com/tallyprime/)
14:18:07	1603828/1603828	---M--	200	added ('OK')	video/mp4	etag:%2264b8ff17-1878f4%22	https://absoftindia.com/wp-content/uploads/2023/07/01-e-Invoice-and-e-Way-bill.mp4	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-content/uploads/2023/07/01-e-Invoice-and-e-Way-bill.mp4	(from https://absoftindia.com/tallyprime/)
14:18:07	133836/133836	---MC-	200	added ('OK')	text/html	date:Sat,%2017%20Aug%202024%2008:48:00%20GMT	https://absoftindia.com/spine_software/	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/spine_software/index.html	(from https://absoftindia.com/tallyprime/)
